URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
100291,204,6242,Independent school,674,674,0,100.0%,0.0%,8,1.2%,54,8.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100293,204,6296,Independent school,1404,1260,144,89.7%,10.3%,33,2.4%,120,8.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100294,204,6331,Independent school,398,0,398,0.0%,100.0%,3,0.8%,65,16.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100295,204,6337,Independent school,580,568,12,97.9%,2.1%,21,3.6%,76,13.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100296,204,6377,Independent school,226,0,226,0.0%,100.0%,13,5.8%,51,22.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100298,204,6385,Independent school,182,0,182,0.0%,100.0%,15,8.2%,45,24.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100299,204,6387,Independent school,145,0,145,0.0%,100.0%,6,4.1%,17,11.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100300,204,6388,Independent school,175,175,0,100.0%,0.0%,0,0.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100303,211,6385,Independent school,126,60,66,47.6%,52.4%,4,3.2%,17,13.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100307,204,7097,State-funded special school,141,38,103,27.0%,73.0%,141,100.0%,0,0.0%,10,131,0,7.1%,92.9%,0.0%,83,68,115,59.1%
100311,204,7161,State-funded special school,193,35,158,18.1%,81.9%,193,100.0%,0,0.0%,80,113,0,41.5%,58.5%,0.0%,111,101,166,60.8%
100312,204,7171,State-funded special school,163,55,108,33.7%,66.3%,163,100.0%,0,0.0%,87,76,0,53.4%,46.6%,0.0%,104,92,142,64.8%
100315,205,1034,State-funded nursery,137,63,74,46.0%,54.0%,2,1.5%,34,24.8%,59,78,0,43.1%,56.9%,0.0%,40,NA,NA,NA
100316,205,1039,State-funded nursery,76,49,27,64.5%,35.5%,3,3.9%,16,21.1%,34,42,0,44.7%,55.3%,0.0%,16,NA,NA,NA
100317,205,1056,State-funded nursery,43,21,22,48.8%,51.2%,0,0.0%,12,27.9%,34,9,0,79.1%,20.9%,0.0%,4,NA,NA,NA
100318,205,1059,State-funded nursery,66,26,40,39.4%,60.6%,0,0.0%,21,31.8%,18,48,0,27.3%,72.7%,0.0%,14,NA,NA,NA
100321,205,2002,State-funded primary,226,112,114,49.6%,50.4%,2,0.9%,15,6.6%,142,84,0,62.8%,37.2%,0.0%,73,83,209,39.7%
100322,205,2026,State-funded primary,202,93,109,46.0%,54.0%,11,5.4%,40,19.8%,135,67,0,66.8%,33.2%,0.0%,72,67,177,37.9%
100324,205,2061,State-funded primary,355,162,193,45.6%,54.4%,14,3.9%,42,11.8%,183,172,0,51.5%,48.5%,0.0%,138,140,331,42.3%
100326,205,2134,State-funded primary,218,116,102,53.2%,46.8%,34,15.6%,25,11.5%,97,120,1,44.5%,55.0%,0.5%,88,92,205,44.9%
100328,205,2223,State-funded primary,195,101,94,51.8%,48.2%,6,3.1%,38,19.5%,125,70,0,64.1%,35.9%,0.0%,92,86,165,52.1%
100331,205,2350,State-funded primary,209,102,107,48.8%,51.2%,4,1.9%,36,17.2%,116,92,1,55.5%,44.0%,0.5%,74,69,183,37.7%
100334,205,2408,State-funded primary,160,74,86,46.3%,53.8%,10,6.3%,17,10.6%,98,62,0,61.3%,38.8%,0.0%,89,91,160,56.9%
100335,205,2444,State-funded primary,226,112,114,49.6%,50.4%,17,7.5%,43,19.0%,78,148,0,34.5%,65.5%,0.0%,87,85,177,48.0%
100338,205,2555,State-funded primary,224,104,120,46.4%,53.6%,8,3.6%,52,23.2%,72,152,0,32.1%,67.9%,0.0%,112,110,199,55.3%
100340,205,2632,State-funded primary,385,184,201,47.8%,52.2%,14,3.6%,52,13.5%,257,126,2,66.8%,32.7%,0.5%,83,87,336,25.9%
100341,205,2660,State-funded primary,332,175,157,52.7%,47.3%,14,4.2%,118,35.5%,213,119,0,64.2%,35.8%,0.0%,172,164,285,57.5%
100344,205,3300,State-funded primary,214,108,106,50.5%,49.5%,6,2.8%,44,20.6%,93,121,0,43.5%,56.5%,0.0%,33,42,203,20.7%
100345,205,3354,State-funded primary,615,306,309,49.8%,50.2%,28,4.6%,53,8.6%,362,253,0,58.9%,41.1%,0.0%,80,83,585,14.2%
100346,205,3368,State-funded primary,212,112,100,52.8%,47.2%,6,2.8%,25,11.8%,74,138,0,34.9%,65.1%,0.0%,24,29,212,13.7%
100347,205,3378,State-funded primary,198,103,95,52.0%,48.0%,11,5.6%,21,10.6%,78,120,0,39.4%,60.6%,0.0%,45,45,198,22.7%
100349,205,3463,State-funded primary,353,190,163,53.8%,46.2%,20,5.7%,33,9.3%,51,302,0,14.4%,85.6%,0.0%,72,78,328,23.8%
100350,205,3529,State-funded primary,160,74,86,46.3%,53.8%,10,6.3%,20,12.5%,56,100,4,35.0%,62.5%,2.5%,67,70,144,48.6%
100351,205,3566,State-funded primary,176,85,91,48.3%,51.7%,12,6.8%,55,31.3%,80,96,0,45.5%,54.5%,0.0%,58,59,161,36.6%
100352,205,3578,State-funded primary,207,120,87,58.0%,42.0%,10,4.8%,21,10.1%,56,151,0,27.1%,72.9%,0.0%,23,24,207,11.6%
100353,205,3600,State-funded primary,441,233,208,52.8%,47.2%,15,3.4%,51,11.6%,177,264,0,40.1%,59.9%,0.0%,62,62,415,14.9%
100354,205,3602,State-funded primary,236,142,94,60.2%,39.8%,3,1.3%,25,10.6%,121,115,0,51.3%,48.7%,0.0%,30,30,211,14.2%
100357,205,3648,State-funded primary,112,57,55,50.9%,49.1%,6,5.4%,10,8.9%,29,83,0,25.9%,74.1%,0.0%,41,37,103,35.9%
100366,205,6011,Independent school,806,806,0,100.0%,0.0%,1,0.1%,65,8.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100368,205,6216,Independent school,324,324,0,100.0%,0.0%,0,0.0%,34,10.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100369,205,6291,Independent school,803,803,0,100.0%,0.0%,0,0.0%,122,15.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100370,205,6306,Independent school,1440,721,719,50.1%,49.9%,4,0.3%,340,23.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100371,205,6359,Independent school,255,133,122,52.2%,47.8%,1,0.4%,19,7.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100372,205,6382,Independent school,86,44,42,51.2%,48.8%,0,0.0%,6,7.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100373,205,6384,Independent school,415,210,205,50.6%,49.4%,0,0.0%,26,6.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100375,205,6386,Independent school,115,46,69,40.0%,60.0%,0,0.0%,6,5.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100379,205,7153,State-funded special school,108,41,67,38.0%,62.0%,108,100.0%,0,0.0%,16,90,2,14.8%,83.3%,1.9%,64,65,108,60.2%
100381,205,7203,State-funded special school,73,31,42,42.5%,57.5%,73,100.0%,0,0.0%,46,27,0,63.0%,37.0%,0.0%,42,35,57,61.4%
100382,205,7204,State-funded special school,137,23,114,16.8%,83.2%,137,100.0%,0,0.0%,34,103,0,24.8%,75.2%,0.0%,90,108,137,78.8%
100384,206,1009,State-funded nursery,84,36,48,42.9%,57.1%,0,0.0%,12,14.3%,37,47,0,44.0%,56.0%,0.0%,16,NA,NA,NA
100385,206,1033,State-funded nursery,102,53,49,52.0%,48.0%,0,0.0%,6,5.9%,30,62,10,29.4%,60.8%,9.8%,11,NA,NA,NA
100386,206,1047,State-funded nursery,108,55,53,50.9%,49.1%,0,0.0%,0,0.0%,23,80,5,21.3%,74.1%,4.6%,18,NA,NA,NA
100388,206,1101,State-funded AP school,17,2,15,11.8%,88.2%,8,47.1%,9,52.9%,4,13,0,23.5%,76.5%,0.0%,13,15,17,88.2%
100391,206,1104,State-funded AP school,60,27,33,45.0%,55.0%,6,10.0%,54,90.0%,2,56,2,3.3%,93.3%,3.3%,42,49,60,81.7%
100397,206,2015,State-funded primary,523,269,254,51.4%,48.6%,18,3.4%,53,10.1%,224,299,0,42.8%,57.2%,0.0%,144,139,416,33.4%
100402,206,2166,State-funded primary,281,125,156,44.5%,55.5%,10,3.6%,29,10.3%,92,188,1,32.7%,66.9%,0.4%,81,82,256,32.0%
100403,206,2170,State-funded primary,357,183,174,51.3%,48.7%,20,5.6%,58,16.2%,227,128,2,63.6%,35.9%,0.6%,189,195,322,60.6%
100405,206,2251,State-funded primary,219,111,108,50.7%,49.3%,7,3.2%,39,17.8%,87,132,0,39.7%,60.3%,0.0%,32,31,206,15.0%
100406,206,2261,State-funded primary,436,199,237,45.6%,54.4%,13,3.0%,123,28.2%,244,192,0,56.0%,44.0%,0.0%,186,194,398,48.7%
100407,206,2279,State-funded primary,267,120,147,44.9%,55.1%,3,1.1%,45,16.9%,69,197,1,25.8%,73.8%,0.4%,104,105,252,41.7%
100408,206,2282,State-funded primary,350,184,166,52.6%,47.4%,12,3.4%,72,20.6%,133,217,0,38.0%,62.0%,0.0%,167,148,264,56.1%
100411,206,2379,State-funded primary,268,124,144,46.3%,53.7%,66,24.6%,65,24.3%,97,171,0,36.2%,63.8%,0.0%,115,126,250,50.4%
100415,206,2429,State-funded primary,447,204,243,45.6%,54.4%,25,5.6%,78,17.4%,212,235,0,47.4%,52.6%,0.0%,201,190,347,54.8%
100418,206,2455,State-funded primary,311,163,148,52.4%,47.6%,12,3.9%,34,10.9%,198,113,0,63.7%,36.3%,0.0%,159,161,269,59.9%
100422,206,2515,State-funded primary,223,97,126,43.5%,56.5%,17,7.6%,51,22.9%,96,127,0,43.0%,57.0%,0.0%,80,78,181,43.1%
100425,206,2596,State-funded primary,458,246,212,53.7%,46.3%,21,4.6%,58,12.7%,151,301,6,33.0%,65.7%,1.3%,185,175,410,42.7%
100426,206,2624,State-funded primary,217,95,122,43.8%,56.2%,19,8.8%,35,16.1%,85,132,0,39.2%,60.8%,0.0%,112,117,210,55.7%
100428,206,2646,State-funded primary,232,126,106,54.3%,45.7%,6,2.6%,37,15.9%,128,104,0,55.2%,44.8%,0.0%,133,117,191,61.3%
100429,206,2666,State-funded primary,452,231,221,51.1%,48.9%,18,4.0%,55,12.2%,100,351,1,22.1%,77.7%,0.2%,73,68,415,16.4%
100430,206,2803,State-funded primary,453,207,246,45.7%,54.3%,21,4.6%,39,8.6%,100,351,2,22.1%,77.5%,0.4%,195,191,408,46.8%
100431,206,2805,State-funded primary,203,88,115,43.3%,56.7%,11,5.4%,51,25.1%,111,92,0,54.7%,45.3%,0.0%,92,90,174,51.7%
100432,206,2809,State-funded primary,407,194,213,47.7%,52.3%,22,5.4%,71,17.4%,137,268,2,33.7%,65.8%,0.5%,150,154,378,40.7%
100434,206,2850,State-funded primary,305,135,170,44.3%,55.7%,24,7.9%,47,15.4%,72,233,0,23.6%,76.4%,0.0%,107,105,213,49.3%
100437,206,3384,State-funded primary,434,184,250,42.4%,57.6%,26,6.0%,39,9.0%,221,213,0,50.9%,49.1%,0.0%,209,204,390,52.3%
100438,206,3456,State-funded primary,237,117,120,49.4%,50.6%,17,7.2%,62,26.2%,114,123,0,48.1%,51.9%,0.0%,152,145,222,65.3%
100439,206,3465,State-funded primary,208,102,106,49.0%,51.0%,10,4.8%,60,28.8%,73,135,0,35.1%,64.9%,0.0%,93,93,186,50.0%
100440,206,3471,State-funded primary,201,101,100,50.2%,49.8%,6,3.0%,45,22.4%,46,155,0,22.9%,77.1%,0.0%,56,66,201,32.8%
100441,206,3483,State-funded primary,433,209,224,48.3%,51.7%,6,1.4%,51,11.8%,104,329,0,24.0%,76.0%,0.0%,134,126,379,33.2%
100442,206,3488,State-funded primary,131,60,71,45.8%,54.2%,15,11.5%,14,10.7%,33,98,0,25.2%,74.8%,0.0%,67,67,127,52.8%
100443,206,3495,State-funded primary,219,109,110,49.8%,50.2%,13,5.9%,40,18.3%,91,128,0,41.6%,58.4%,0.0%,110,108,195,55.4%
100444,206,3501,State-funded primary,216,117,99,54.2%,45.8%,18,8.3%,65,30.1%,60,156,0,27.8%,72.2%,0.0%,125,110,187,58.8%
100446,206,3527,State-funded primary,157,84,73,53.5%,46.5%,2,1.3%,26,16.6%,46,111,0,29.3%,70.7%,0.0%,84,101,157,64.3%
100447,206,3575,State-funded primary,198,105,93,53.0%,47.0%,5,2.5%,54,27.3%,76,122,0,38.4%,61.6%,0.0%,111,108,178,60.7%
100448,206,3606,State-funded primary,172,82,90,47.7%,52.3%,6,3.5%,21,12.2%,57,115,0,33.1%,66.9%,0.0%,109,110,172,64.0%
100449,206,3631,State-funded primary,426,219,207,51.4%,48.6%,16,3.8%,72,16.9%,190,236,0,44.6%,55.4%,0.0%,118,116,390,29.7%
100450,206,3633,State-funded primary,253,116,137,45.8%,54.2%,15,5.9%,47,18.6%,110,143,0,43.5%,56.5%,0.0%,145,147,239,61.5%
100451,206,3643,State-funded primary,76,35,41,46.1%,53.9%,4,5.3%,24,31.6%,32,44,0,42.1%,57.9%,0.0%,42,44,71,62.0%
100453,206,4112,State-funded secondary,417,185,232,44.4%,55.6%,36,8.6%,65,15.6%,136,281,0,32.6%,67.4%,0.0%,275,297,417,71.2%
100455,206,4307,State-funded secondary,747,747,0,100.0%,0.0%,16,2.1%,126,16.9%,376,370,1,50.3%,49.5%,0.1%,374,346,678,51.0%
100457,206,4324,State-funded secondary,865,865,0,100.0%,0.0%,22,2.5%,157,18.2%,482,367,16,55.7%,42.4%,1.8%,442,479,865,55.4%
100458,206,4614,State-funded secondary,1132,72,1060,6.4%,93.6%,38,3.4%,289,25.5%,320,812,0,28.3%,71.7%,0.0%,424,395,872,45.3%
100459,206,4651,State-funded secondary,397,1,396,0.3%,99.7%,15,3.8%,53,13.4%,233,160,4,58.7%,40.3%,1.0%,185,172,324,53.1%
100462,206,6299,Independent school,66,18,48,27.3%,72.7%,0,0.0%,14,21.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100463,201,6354,Independent school,272,133,139,48.9%,51.1%,0,0.0%,17,6.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100467,206,7030,State-funded special school,84,37,47,44.0%,56.0%,84,100.0%,0,0.0%,40,44,0,47.6%,52.4%,0.0%,37,25,56,44.6%
100469,206,7146,State-funded special school,144,49,95,34.0%,66.0%,144,100.0%,0,0.0%,43,101,0,29.9%,70.1%,0.0%,94,81,114,71.1%
100472,207,1010,State-funded nursery,92,40,52,43.5%,56.5%,8,8.7%,20,21.7%,32,60,0,34.8%,65.2%,0.0%,47,NA,NA,NA
100473,207,1021,State-funded nursery,53,24,29,45.3%,54.7%,0,0.0%,12,22.6%,18,32,3,34.0%,60.4%,5.7%,21,NA,NA,NA
100474,207,1053,State-funded nursery,64,29,35,45.3%,54.7%,1,1.6%,19,29.7%,41,23,0,64.1%,35.9%,0.0%,7,NA,NA,NA
100477,207,2021,State-funded primary,173,82,91,47.4%,52.6%,10,5.8%,32,18.5%,132,41,0,76.3%,23.7%,0.0%,96,88,154,57.1%
100478,207,2030,State-funded primary,373,164,209,44.0%,56.0%,31,8.3%,81,21.7%,110,263,0,29.5%,70.5%,0.0%,206,191,339,56.3%
100479,207,2050,State-funded primary,315,154,161,48.9%,51.1%,18,5.7%,40,12.7%,177,137,1,56.2%,43.5%,0.3%,116,106,293,36.2%
100480,207,2060,State-funded primary,430,219,211,50.9%,49.1%,16,3.7%,44,10.2%,265,165,0,61.6%,38.4%,0.0%,58,55,400,13.8%
100481,207,2121,State-funded primary,468,222,246,47.4%,52.6%,12,2.6%,40,8.5%,257,211,0,54.9%,45.1%,0.0%,120,117,413,28.3%
100482,207,2229,State-funded primary,415,214,201,51.6%,48.4%,26,6.3%,54,13.0%,333,82,0,80.2%,19.8%,0.0%,40,41,415,9.9%
100483,207,2399,State-funded primary,386,177,209,45.9%,54.1%,32,8.3%,40,10.4%,159,227,0,41.2%,58.8%,0.0%,98,91,338,26.9%
100485,207,2452,State-funded primary,241,112,129,46.5%,53.5%,24,10.0%,27,11.2%,97,143,1,40.2%,59.3%,0.4%,140,125,213,58.7%
100486,207,2456,State-funded primary,168,81,87,48.2%,51.8%,9,5.4%,14,8.3%,73,91,4,43.5%,54.2%,2.4%,67,59,144,41.0%
100487,207,2538,State-funded primary,296,142,154,48.0%,52.0%,14,4.7%,82,27.7%,197,99,0,66.6%,33.4%,0.0%,155,155,296,52.4%
100488,207,2594,State-funded primary,234,115,119,49.1%,50.9%,11,4.7%,44,18.8%,95,139,0,40.6%,59.4%,0.0%,83,76,210,36.2%
100489,207,3321,State-funded primary,204,117,87,57.4%,42.6%,18,8.8%,56,27.5%,35,169,0,17.2%,82.8%,0.0%,26,27,204,13.2%
100490,207,3356,State-funded primary,190,103,87,54.2%,45.8%,12,6.3%,24,12.6%,39,151,0,20.5%,79.5%,0.0%,61,61,190,32.1%
100491,207,3379,State-funded primary,211,94,117,44.5%,55.5%,4,1.9%,26,12.3%,81,130,0,38.4%,61.6%,0.0%,19,21,211,10.0%
100492,207,3402,State-funded primary,201,106,95,52.7%,47.3%,15,7.5%,30,14.9%,119,81,1,59.2%,40.3%,0.5%,99,95,183,51.9%
100493,207,3417,State-funded primary,184,87,97,47.3%,52.7%,6,3.3%,14,7.6%,69,115,0,37.5%,62.5%,0.0%,48,48,183,26.2%
100494,207,3437,State-funded primary,174,83,91,47.7%,52.3%,9,5.2%,28,16.1%,69,105,0,39.7%,60.3%,0.0%,77,76,164,46.3%
100495,207,3455,State-funded primary,158,72,86,45.6%,54.4%,9,5.7%,28,17.7%,96,62,0,60.8%,39.2%,0.0%,80,73,145,50.3%
100497,207,3504,State-funded primary,174,93,81,53.4%,46.6%,4,2.3%,7,4.0%,107,66,1,61.5%,37.9%,0.6%,28,28,174,16.1%
100498,207,3541,State-funded primary,135,61,74,45.2%,54.8%,5,3.7%,26,19.3%,108,27,0,80.0%,20.0%,0.0%,51,45,106,42.5%
100499,207,3542,State-funded primary,191,104,87,54.5%,45.5%,9,4.7%,31,16.2%,78,113,0,40.8%,59.2%,0.0%,109,101,172,58.7%
100500,207,3613,State-funded primary,205,103,102,50.2%,49.8%,11,5.4%,30,14.6%,112,92,1,54.6%,44.9%,0.5%,55,53,191,27.7%
100502,207,4681,State-funded secondary,609,262,347,43.0%,57.0%,22,3.6%,49,8.0%,330,272,7,54.2%,44.7%,1.1%,223,225,609,36.9%
100503,207,4801,State-funded secondary,828,386,442,46.6%,53.4%,61,7.4%,143,17.3%,461,367,0,55.7%,44.3%,0.0%,341,342,828,41.3%
100504,207,5200,State-funded primary,180,100,80,55.6%,44.4%,5,2.8%,23,12.8%,128,52,0,71.1%,28.9%,0.0%,23,26,180,14.4%
100505,207,5201,State-funded primary,226,107,119,47.3%,52.7%,7,3.1%,28,12.4%,82,144,0,36.3%,63.7%,0.0%,110,105,213,49.3%
100508,207,6004,Independent school,290,290,0,100.0%,0.0%,0,0.0%,17,5.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100509,205,6392,Independent school,300,300,0,100.0%,0.0%,0,0.0%,28,9.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100510,207,6025,Independent school,225,136,89,60.4%,39.6%,35,15.6%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100511,207,6026,Independent school,479,479,0,100.0%,0.0%,0,0.0%,187,39.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100513,207,6095,Independent school,152,64,88,42.1%,57.9%,7,4.6%,20,13.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100514,207,6096,Independent school,185,0,185,0.0%,100.0%,1,0.5%,37,20.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100516,207,6104,Independent school,69,0,69,0.0%,100.0%,0,0.0%,7,10.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100518,207,6188,Independent school,468,160,308,34.2%,65.8%,1,0.2%,54,11.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100519,207,6189,Independent school,333,0,333,0.0%,100.0%,0,0.0%,46,13.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100520,207,6193,Independent school,346,194,152,56.1%,43.9%,0,0.0%,2,0.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100521,207,6202,Independent school,130,130,0,100.0%,0.0%,7,5.4%,70,53.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100522,207,6213,Independent school,482,282,200,58.5%,41.5%,1,0.2%,38,7.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100527,205,6399,Independent school,244,244,0,100.0%,0.0%,0,0.0%,81,33.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100528,936,6016,Independent school,368,0,368,0.0%,100.0%,4,1.1%,198,53.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100529,208,6004,Independent school,414,190,224,45.9%,54.1%,3,0.7%,68,16.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100530,212,6401,Independent school,594,276,318,46.5%,53.5%,0,0.0%,174,29.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100531,207,6303,Independent school,459,459,0,100.0%,0.0%,0,0.0%,78,17.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100532,207,6305,Independent school,416,217,199,52.2%,47.8%,1,0.2%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100533,207,6316,Independent school,399,191,208,47.9%,52.1%,1,0.3%,50,12.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100534,207,6317,Independent school,346,190,156,54.9%,45.1%,0,0.0%,79,22.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100536,213,6389,Independent school,223,80,143,35.9%,64.1%,1,0.4%,53,23.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100537,207,6348,Independent school,271,117,154,43.2%,56.8%,0,0.0%,46,17.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100538,207,6350,Independent school,63,29,34,46.0%,54.0%,2,3.2%,12,19.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100539,207,6362,Independent school,173,84,89,48.6%,51.4%,7,4.0%,98,56.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100540,207,6363,Independent school,589,290,299,49.2%,50.8%,2,0.3%,218,37.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100541,213,6386,Independent school,219,85,134,38.8%,61.2%,7,3.2%,126,57.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100542,207,6383,Independent school,166,81,85,48.8%,51.2%,0,0.0%,27,16.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100543,213,6390,Independent school,278,125,153,45.0%,55.0%,1,0.4%,22,7.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100544,201,6000,Independent school,354,181,173,51.1%,48.9%,0,0.0%,54,15.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100545,207,6387,Independent school,132,67,65,50.8%,49.2%,0,0.0%,13,9.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100547,207,6391,Independent school,3467,1741,1726,50.2%,49.8%,4,0.1%,220,6.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100550,208,1027,State-funded nursery,40,20,20,50.0%,50.0%,7,17.5%,9,22.5%,19,21,0,47.5%,52.5%,0.0%,21,NA,NA,NA
100551,208,1043,State-funded nursery,94,37,57,39.4%,60.6%,1,1.1%,23,24.5%,30,64,0,31.9%,68.1%,0.0%,26,NA,NA,NA
100552,208,1049,State-funded nursery,95,43,52,45.3%,54.7%,2,2.1%,11,11.6%,44,51,0,46.3%,53.7%,0.0%,39,NA,NA,NA
100553,208,1055,State-funded nursery,85,41,44,48.2%,51.8%,1,1.2%,19,22.4%,50,35,0,58.8%,41.2%,0.0%,36,NA,NA,NA
100554,208,1058,State-funded nursery,100,54,46,54.0%,46.0%,2,2.0%,27,27.0%,44,56,0,44.0%,56.0%,0.0%,19,NA,NA,NA
100556,208,2022,State-funded primary,219,114,105,52.1%,47.9%,8,3.7%,24,11.0%,85,133,1,38.8%,60.7%,0.5%,65,68,202,33.7%
100560,208,2115,State-funded primary,387,173,214,44.7%,55.3%,16,4.1%,48,12.4%,116,271,0,30.0%,70.0%,0.0%,167,162,358,45.3%
100564,208,2265,State-funded primary,633,327,306,51.7%,48.3%,18,2.8%,58,9.2%,365,265,3,57.7%,41.9%,0.5%,321,287,579,49.6%
100566,208,2292,State-funded primary,416,211,205,50.7%,49.3%,13,3.1%,65,15.6%,161,255,0,38.7%,61.3%,0.0%,159,149,376,39.6%
100567,208,2295,State-funded primary,819,413,406,50.4%,49.6%,24,2.9%,86,10.5%,354,465,0,43.2%,56.8%,0.0%,130,134,754,17.8%
100572,208,2331,State-funded primary,311,140,171,45.0%,55.0%,6,1.9%,38,12.2%,80,230,1,25.7%,74.0%,0.3%,117,116,284,40.8%
100574,208,2359,State-funded primary,477,228,249,47.8%,52.2%,12,2.5%,112,23.5%,164,312,1,34.4%,65.4%,0.2%,209,207,444,46.6%
100576,208,2371,State-funded primary,331,151,180,45.6%,54.4%,81,24.5%,83,25.1%,216,115,0,65.3%,34.7%,0.0%,182,163,291,56.0%
100577,208,2459,State-funded primary,462,227,235,49.1%,50.9%,12,2.6%,51,11.0%,133,329,0,28.8%,71.2%,0.0%,80,85,440,19.3%
100578,208,2504,State-funded primary,260,119,141,45.8%,54.2%,12,4.6%,55,21.2%,136,124,0,52.3%,47.7%,0.0%,106,102,241,42.3%
100582,208,2902,State-funded primary,412,187,225,45.4%,54.6%,13,3.2%,42,10.2%,206,206,0,50.0%,50.0%,0.0%,168,199,363,54.8%
100584,208,2575,State-funded primary,303,150,153,49.5%,50.5%,9,3.0%,61,20.1%,112,191,0,37.0%,63.0%,0.0%,123,115,281,40.9%
100585,208,2578,State-funded primary,419,229,190,54.7%,45.3%,15,3.6%,70,16.7%,234,185,0,55.8%,44.2%,0.0%,191,192,368,52.2%
100586,208,2591,State-funded primary,428,215,213,50.2%,49.8%,11,2.6%,62,14.5%,102,320,6,23.8%,74.8%,1.4%,57,58,390,14.9%
100588,208,2617,State-funded primary,218,109,109,50.0%,50.0%,8,3.7%,39,17.9%,130,88,0,59.6%,40.4%,0.0%,117,117,195,60.0%
100589,208,2626,State-funded primary,372,191,181,51.3%,48.7%,10,2.7%,45,12.1%,141,231,0,37.9%,62.1%,0.0%,90,90,339,26.5%
100590,208,2657,State-funded secondary,1626,793,833,48.8%,51.2%,46,2.8%,143,8.8%,864,761,1,53.1%,46.8%,0.1%,378,408,1477,27.6%
100591,208,2664,State-funded primary,467,197,270,42.2%,57.8%,109,23.3%,42,9.0%,307,160,0,65.7%,34.3%,0.0%,234,228,425,53.6%
100593,208,2783,State-funded primary,249,99,150,39.8%,60.2%,18,7.2%,30,12.0%,89,155,5,35.7%,62.2%,2.0%,99,105,225,46.7%
100595,208,2785,State-funded primary,285,141,144,49.5%,50.5%,17,6.0%,48,16.8%,139,142,4,48.8%,49.8%,1.4%,150,155,271,57.2%
